Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","[thumbcache.dll]","[windows.storage.dll]",178,140,0.43,0.33,
"Callee","[thumbcache.dll]","[WindowsCodecs.dll]",7,7,0.02,0.02,
"Root","[tiptsf.dll]","[tiptsf.dll]",7,0,0.02,0.00,
"Caller","[tiptsf.dll]","[combase.dll]",1,0,0.00,0.00,
"Caller","[tiptsf.dll]","[ExplorerFrame.dll]",1,0,0.00,0.00,
"Caller","[tiptsf.dll]","[shell32.dll]",5,0,0.01,0.00,
"Caller","[tiptsf.dll]","[tiptsf.dll]",7,0,0.02,0.00,
"Callee","[tiptsf.dll]","[KernelBase.dll]",3,3,0.01,0.01,
"Callee","[tiptsf.dll]","[msvcrt.dll]",1,1,0.00,0.00,
"Callee","[tiptsf.dll]","[ntdll.dll]",1,1,0.00,0.00,
"Callee","[tiptsf.dll]","[tiptsf.dll]",7,0,0.02,0.00,
"Callee","[tiptsf.dll]","[win32u.dll]",2,2,0.00,0.00,
"Root","[twinapi.appcore.dll]","[twinapi.appcore.dll]",34,1,0.08,0.00,
"Caller","[twinapi.appcore.dll]","[combase.dll]",1,1,0.00,0.00,
"Caller","[twinapi.appcore.dll]","[DataExchange.dll]",18,0,0.04,0.00,
"Caller","[twinapi.appcore.dll]","[ntdll.dll]",1,0,0.00,0.00,
"Caller","[twinapi.appcore.dll]","[twinapi.appcore.dll]",34,0,0.08,0.00,
"Caller","[twinapi.appcore.dll]","[twinapi.dll]",6,0,0.01,0.00,
"Caller","[twinapi.appcore.dll]","[user32.dll]",9,0,0.02,0.00,
"Callee","[twinapi.appcore.dll]","[combase.dll]",6,5,0.01,0.01,
"Callee","[twinapi.appcore.dll]","[KernelBase.dll]",7,7,0.02,0.02,
"Callee","[twinapi.appcore.dll]","[ntdll.dll]",1,1,0.00,0.00,
"Callee","[twinapi.appcore.dll]","[sechost.dll]",6,6,0.01,0.01,
"Callee","[twinapi.appcore.dll]","[twinapi.appcore.dll]",34,0,0.08,0.00,
"Callee","[twinapi.appcore.dll]","[ucrtbase.dll]",1,1,0.00,0.00,
"Callee","[twinapi.appcore.dll]","[user32.dll]",13,13,0.03,0.03,
"Root","[twinapi.dll]","[twinapi.dll]",7,1,0.02,0.00,
"Caller","[twinapi.dll]","[combase.dll]",1,1,0.00,0.00,
"Caller","[twinapi.dll]","[comdlg32.dll]",6,0,0.01,0.00,
"Caller","[twinapi.dll]","[twinapi.dll]",6,0,0.01,0.00,
"Callee","[twinapi.dll]","[twinapi.appcore.dll]",6,0,0.01,0.00,
"Callee","[twinapi.dll]","[twinapi.dll]",6,0,0.01,0.00,
"Root","[ucrtbase.dll]","[ucrtbase.dll]",8,7,0.02,0.02,
"Caller","[ucrtbase.dll]","[ExplorerFrame.dll]",2,2,0.00,0.00,
"Caller","[ucrtbase.dll]","[MMDevAPI.dll]",1,1,0.00,0.00,
"Caller","[ucrtbase.dll]","[msftedit.dll]",2,1,0.00,0.00,
"Caller","[ucrtbase.dll]","[msftedit.dll]",1,1,0.00,0.00,
"Caller","[ucrtbase.dll]","[ntlanman.dll]",1,1,0.00,0.00,
"Caller","[ucrtbase.dll]","[twinapi.appcore.dll]",1,1,0.00,0.00,
"Callee","[ucrtbase.dll]","[msftedit.dll]",1,1,0.00,0.00,
"Root","[user32.dll]","[user32.dll]","9,607","2,676",22.98,6.40,
"Caller","[user32.dll]","[comdlg32.dll]","9,593","1,150",22.95,2.75,
"Caller","[user32.dll]","[dui70.dll]",518,505,1.24,1.21,
"Caller","[user32.dll]","[duser.dll]","2,381",293,5.70,0.70,
"Caller","[user32.dll]","[ExplorerFrame.dll]","1,582",693,3.78,1.66,
"Caller","[user32.dll]","[msftedit.dll]",5,5,0.01,0.01,
"Caller","[user32.dll]","[oleacc.dll]",2,2,0.00,0.00,
"Caller","[user32.dll]","[thumbcache.dll]",14,14,0.03,0.03,
"Caller","[user32.dll]","[twinapi.appcore.dll]",13,13,0.03,0.03,
"Caller","[user32.dll]","[wpdshext.dll]",1,1,0.00,0.00,
"Callee","[user32.dll]","[atlthunk.dll]",782,1,1.87,0.00,
"Callee","[user32.dll]","[clbcatq.dll]",23,0,0.06,0.00,
"Callee","[user32.dll]","[cldapi.dll]",1,0,0.00,0.00,
"Callee","[user32.dll]","[comdlg32.dll]","5,138",1,12.29,0.00,
"Callee","[user32.dll]","[dui70.dll]",912,0,2.18,0.00,
"Callee","[user32.dll]","[duser.dll]","1,280",1,3.06,0.00,
"Callee","[user32.dll]","[ExplorerFrame.dll]","3,078",4,7.36,0.01,
"Callee","[user32.dll]","[policymanager.dll]",40,0,0.10,0.00,
"Callee","[user32.dll]","[safemon.dll]",8,1,0.02,0.00,
"Callee","[user32.dll]","[thumbcache.dll]",5,0,0.01,0.00,
"Callee","[user32.dll]","[twinapi.appcore.dll]",9,0,0.02,0.00,
"Root","[uxtheme.dll]","[uxtheme.dll]",638,202,1.53,0.48,
"Caller","[uxtheme.dll]","[comdlg32.dll]",43,42,0.10,0.10,
"Caller","[uxtheme.dll]","[dui70.dll]",29,29,0.07,0.07,
"Caller","[uxtheme.dll]","[duser.dll]",34,34,0.08,0.08,
"Caller","[uxtheme.dll]","[ExplorerFrame.dll]",532,97,1.27,0.23,
"Callee","[uxtheme.dll]","[comdlg32.dll]",1,0,0.00,0.00,
"Callee","[uxtheme.dll]","[ExplorerFrame.dll]",458,0,1.10,0.00,
"Root","[win32u.dll]","[win32u.dll]",524,523,1.25,1.25,
"Caller","[win32u.dll]","[comdlg32.dll]",49,49,0.12,0.12,
"Caller","[win32u.dll]","[dui70.dll]",39,38,0.09,0.09,
"Caller","[win32u.dll]","[duser.dll]",79,79,0.19,0.19,
"Caller","[win32u.dll]","[ExplorerFrame.dll]",354,354,0.85,0.85,
"Caller","[win32u.dll]","[msftedit.dll]",1,1,0.00,0.00,
"Caller","[win32u.dll]","[tiptsf.dll]",2,2,0.00,0.00,
"Callee","[win32u.dll]","[atlthunk.dll]",1,0,0.00,0.00,
"Root","[Windows.Globalization.dll]","[Windows.Globalization.dll]",4,2,0.01,0.00,
"Caller","[Windows.Globalization.dll]","[combase.dll]",1,1,0.00,0.00,
"Caller","[Windows.Globalization.dll]","[msftedit.dll]",2,0,0.00,0.00,
"Caller","[Windows.Globalization.dll]","[Windows.Globalization.dll]",3,1,0.01,0.00,
"Callee","[Windows.Globalization.dll]","[ntdll.dll]",2,2,0.00,0.00,
"Callee","[Windows.Globalization.dll]","[Windows.Globalization.dll]",3,1,0.01,0.00,
"Root","[Windows.StateRepositoryPS.dll]","[Windows.StateRepositoryPS.dll]",2,0,0.00,0.00,
"Callee","[Windows.StateRepositoryPS.dll]","[msvcrt.dll]",2,2,0.00,0.00,
"Root","[windows.storage.dll]","[windows.storage.dll]","5,032","3,570",12.04,8.54,
"Caller","[windows.storage.dll]","[comdlg32.dll]",263,236,0.63,0.56,
"Caller","[windows.storage.dll]","[dlnashext.dll]",178,177,0.43,0.42,
"Caller","[windows.storage.dll]","[DropboxExt.26.0.dll]",741,574,1.77,1.37,
"Caller","[windows.storage.dll]","[dui70.dll]",1,1,0.00,0.00,
"Caller","[windows.storage.dll]","[ExplorerFrame.dll]","4,112","2,441",9.84,5.84,
"Caller","[windows.storage.dll]","[networkexplorer.dll]",1,1,0.00,0.00,
"Caller","[windows.storage.dll]","[thumbcache.dll]",178,140,0.43,0.33,
"Callee","[windows.storage.dll]","[apphelp.dll]",6,0,0.01,0.00,
"Callee","[windows.storage.dll]","[audiodev.dll]",3,0,0.01,0.00,
"Callee","[windows.storage.dll]","[audiodev.dll]",1,0,0.00,0.00,
"Callee","[windows.storage.dll]","[clbcatq.dll]",594,0,1.42,0.00,
"Callee","[windows.storage.dll]","[dlnashext.dll]",364,0,0.87,0.00,
"Callee","[windows.storage.dll]","[DropboxExt.26.0.dll]",561,1,1.34,0.00,
"Callee","[windows.storage.dll]","[mpr.dll]",28,0,0.07,0.00,
"Callee","[windows.storage.dll]","[msi.dll]",137,1,0.33,0.00,
"Callee","[windows.storage.dll]","[msvcp110_win.dll]",1,0,0.00,0.00,
"Callee","[windows.storage.dll]","[networkexplorer.dll]",1,0,0.00,0.00,
"Callee","[windows.storage.dll]","[ntshrui.dll]",4,0,0.01,0.00,
"Callee","[windows.storage.dll]","[OneCoreUAPCommonProxyStub.dll]",1,0,0.00,0.00,
"Callee","[windows.storage.dll]","[policymanager.dll]",44,0,0.11,0.00,
"Callee","[windows.storage.dll]","[thumbcache.dll]",137,0,0.33,0.00,
"Callee","[windows.storage.dll]","[wininet.dll]",1,0,0.00,0.00,
"Callee","[windows.storage.dll]","[WMVCORE.DLL]",2,0,0.00,0.00,
"Callee","[windows.storage.dll]","[WMVCORE.DLL]",3,0,0.01,0.00,
"Callee","[windows.storage.dll]","[wpdshext.dll]",51,0,0.12,0.00,
"Root","[Windows.Storage.Search.dll]","[Windows.Storage.Search.dll]",8,5,0.02,0.01,
"Caller","[Windows.Storage.Search.dll]","[StructuredQuery.dll]",1,0,0.00,0.00,
"Callee","[Windows.Storage.Search.dll]","[propsys.dll]",3,3,0.01,0.01,
"Root","[WindowsCodecs.dll]","[WindowsCodecs.dll]",7,7,0.02,0.02,
"Caller","[WindowsCodecs.dll]","[thumbcache.dll]",7,7,0.02,0.02,
"Root","[wininet.dll]","[wininet.dll]",1,1,0.00,0.00,
"Caller","[wininet.dll]","[windows.storage.dll]",1,0,0.00,0.00,
"Caller","[wininet.dll]","[wininet.dll]",1,1,0.00,0.00,
"Callee","[wininet.dll]","[wininet.dll]",1,1,0.00,0.00,
"Root","[winspool.drv]","[winspool.drv]","10,335",3,24.72,0.01,
"Caller","[winspool.drv]","[comdlg32.dll]",150,1,0.36,0.00,
"Caller","[winspool.drv]","[ntdll.dll]",1,0,0.00,0.00,
"Caller","[winspool.drv]","[rpcrt4.dll]",12,0,0.03,0.00,
"Caller","[winspool.drv]","[System.Drawing.ni.dll]","9,804",0,23.45,0.00,
"Caller","[winspool.drv]","[winspool.drv]","10,307",2,24.65,0.00,
"Callee","[winspool.drv]","[combase.dll]",86,27,0.21,0.06,
"Callee","[winspool.drv]","[comdlg32.dll]","9,665",0,23.12,0.00,
"Callee","[winspool.drv]","[IPHLPAPI.DLL]",210,103,0.50,0.25,
"Callee","[winspool.drv]","[KernelBase.dll]",61,61,0.15,0.15,
"Callee","[winspool.drv]","[msvcrt.dll]",1,1,0.00,0.00,
"Callee","[winspool.drv]","[netprofm.dll]",128,0,0.31,0.00,
"Callee","[winspool.drv]","[ntdll.dll]",6,6,0.01,0.01,
"Callee","[winspool.drv]","[propsys.dll]",46,23,0.11,0.06,
"Callee","[winspool.drv]","[rpcrt4.dll]",128,128,0.31,0.31,
"Callee","[winspool.drv]","[shlwapi.dll]",1,1,0.00,0.00,
"Callee","[winspool.drv]","[winspool.drv]","10,307",2,24.65,0.00,
"Root","[wkscli.dll]","[wkscli.dll]",8,8,0.02,0.02,
"Caller","[wkscli.dll]","[ntlanman.dll]",8,8,0.02,0.02,
"Root","[WMVCORE.DLL]","[WMVCORE.DLL]",6,4,0.01,0.01,
"Caller","[WMVCORE.DLL]","[windows.storage.dll]",3,0,0.01,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",5,3,0.01,0.01,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",5,3,0.01,0.01,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Root","[WMVCORE.DLL]","[WMVCORE.DLL]",3,1,0.01,0.00,
"Caller","[WMVCORE.DLL]","[windows.storage.dll]",2,0,0.00,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",2,1,0.00,0.00,
"Callee","[WMVCORE.DLL]","[KernelBase.dll]",2,2,0.00,0.00,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",2,1,0.00,0.00,
"Root","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Callee","[WMVCORE.DLL]","[ntdll.dll]",1,1,0.00,0.00,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Root","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Caller","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Callee","[WMVCORE.DLL]","[KernelBase.dll]",1,1,0.00,0.00,
"Callee","[WMVCORE.DLL]","[WMVCORE.DLL]",1,0,0.00,0.00,
"Root","[wow64cpu.dll]","[wow64cpu.dll]",1,1,0.00,0.00,
"Caller","[wow64cpu.dll]","[ExplorerFrame.dll]",1,1,0.00,0.00,
"Root","[wpdshext.dll]","[wpdshext.dll]",51,0,0.12,0.00,
"Caller","[wpdshext.dll]","[windows.storage.dll]",51,0,0.12,0.00,
"Caller","[wpdshext.dll]","[wpdshext.dll]",50,0,0.12,0.00,
"Callee","[wpdshext.dll]","[combase.dll]",44,17,0.11,0.04,
"Callee","[wpdshext.dll]","[KernelBase.dll]",4,4,0.01,0.01,
"Callee","[wpdshext.dll]","[PortableDeviceApi.dll]",2,0,0.00,0.00,
"Callee","[wpdshext.dll]","[user32.dll]",1,1,0.00,0.00,
"Callee","[wpdshext.dll]","[wpdshext.dll]",50,0,0.12,0.00,
"Root","[xmllite.dll]","[xmllite.dll]",2,2,0.00,0.00,
"Caller","[xmllite.dll]","[xmllite.dll]",2,2,0.00,0.00,
"Root","[xmllite.dll]","[xmllite.dll]",5,3,0.01,0.01,
"Caller","[xmllite.dll]","[dui70.dll]",5,0,0.01,0.00,
"Caller","[xmllite.dll]","[xmllite.dll]",5,3,0.01,0.01,
"Callee","[xmllite.dll]","[xmllite.dll]",5,3,0.01,0.01,
"Callee","[xmllite.dll]","[xmllite.dll]",2,2,0.00,0.00,
"Root","[xmllite.dll]","[xmllite.dll]",4,2,0.01,0.00,
"Caller","[xmllite.dll]","[dui70.dll]",4,0,0.01,0.00,
"Caller","[xmllite.dll]","[xmllite.dll]",4,2,0.01,0.00,
"Callee","[xmllite.dll]","[combase.dll]",1,1,0.00,0.00,
"Callee","[xmllite.dll]","[KernelBase.dll]",1,1,0.00,0.00,
"Callee","[xmllite.dll]","[xmllite.dll]",4,2,0.01,0.00,
"Root","FoodMazaPos.About..ctor","FoodMazaPos.About..ctor",38,0,0.09,0.00,
"Caller","FoodMazaPos.About..ctor","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click",38,0,0.09,0.00,
"Callee","FoodMazaPos.About..ctor","[clr.dll]",8,8,0.02,0.02,
"Callee","FoodMazaPos.About..ctor","[mscorlib.ni.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.About..ctor","[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,
"Callee","FoodMazaPos.About..ctor","FoodMazaPos.About.InitializeComponent",20,0,0.05,0.00,
"Root","FoodMazaPos.About.Dispose","FoodMazaPos.About.Dispose",8,0,0.02,0.00,
"Caller","FoodMazaPos.About.Dispose","[System.Windows.Forms.ni.dll]",8,0,0.02,0.00,
"Callee","FoodMazaPos.About.Dispose","[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,
"Root","FoodMazaPos.About.InitializeComponent","FoodMazaPos.About.InitializeComponent",20,0,0.05,0.00,
"Caller","FoodMazaPos.About.InitializeComponent","FoodMazaPos.About..ctor",20,0,0.05,0.00,
"Callee","FoodMazaPos.About.InitializeComponent","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.About.InitializeComponent","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.About.InitializeComponent","[System.Windows.Forms.ni.dll]",18,18,0.04,0.04,
"Root","FoodMazaPos.Cashier..ctor","FoodMazaPos.Cashier..ctor",91,0,0.22,0.00,
"Caller","FoodMazaPos.Cashier..ctor","FoodMazaPos.Login.btnLogin_Click",91,0,0.22,0.00,
"Callee","FoodMazaPos.Cashier..ctor","[mscorlib.ni.dll]",9,9,0.02,0.02,
"Callee","FoodMazaPos.Cashier..ctor","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier..ctor","FoodMazaPos.Cashier.CheckingUserStatus",2,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier..ctor","FoodMazaPos.Cashier.InitializeComponent",79,0,0.19,0.00,
"Root","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","1,313",0,3.14,0.00,
"Caller","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]","1,313",0,3.14,0.00,
"Callee","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",593,504,1.42,1.21,
"Callee","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","FoodMazaPos.Inventory..ctor",720,0,1.72,0.00,
"Root","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click",75,0,0.18,0.00,
"Caller","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",75,0,0.18,0.00,
"Callee","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",37,37,0.09,0.09,
"Callee","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click","FoodMazaPos.About..ctor",38,0,0.09,0.00,
"Root","FoodMazaPos.Cashier.Appstatus","FoodMazaPos.Cashier.Appstatus",1,0,0.00,0.00,
"Caller","FoodMazaPos.Cashier.Appstatus","FoodMazaPos.Cashier.Cashier_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Appstatus","[System.Data.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click",639,0,1.53,0.00,
"Caller","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",638,0,1.53,0.00,
"Callee","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",483,263,1.16,0.63,
"Callee","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click","FoodMazaPos.Stocks..ctor",156,0,0.37,0.00,
"Root","FoodMazaPos.Cashier.btnRefresh_Click","FoodMazaPos.Cashier.btnRefresh_Click","2,705",0,6.47,0.00,
"Caller","FoodMazaPos.Cashier.btnRefresh_Click","[System.Windows.Forms.ni.dll]","2,705",0,6.47,0.00,
"Callee","FoodMazaPos.Cashier.btnRefresh_Click","[System.Drawing.ni.dll]","2,144","2,144",5.13,5.13,
"Callee","FoodMazaPos.Cashier.btnRefresh_Click","[System.Windows.Forms.ni.dll]",145,145,0.35,0.35,
"Callee","FoodMazaPos.Cashier.btnRefresh_Click","FoodMazaPos.Cashier.Loadcategory",158,0,0.38,0.00,
"Callee","FoodMazaPos.Cashier.btnRefresh_Click","FoodMazaPos.Cashier.Loadproducts",258,0,0.62,0.00,
"Root","FoodMazaPos.Cashier.button1_Click","FoodMazaPos.Cashier.button1_Click","12,125",1,29.00,0.00,
"Caller","FoodMazaPos.Cashier.button1_Click","[System.Windows.Forms.ni.dll]","12,125",1,29.00,0.00,
"Callee","FoodMazaPos.Cashier.button1_Click","[clr.dll]","1,647","1,647",3.94,3.94,
"Callee","FoodMazaPos.Cashier.button1_Click","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.button1_Click","[System.Data.ni.dll]",13,13,0.03,0.03,
"Callee","FoodMazaPos.Cashier.button1_Click","[System.Drawing.ni.dll]","9,989",29,23.89,0.07,
"Callee","FoodMazaPos.Cashier.button1_Click","FoodMazaPos.Cashier.inventoryFunctionality",17,1,0.04,0.00,
"Callee","FoodMazaPos.Cashier.button1_Click","FoodMazaPos.Cashier.Timercheckingstock",457,1,1.09,0.00,
"Root","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.Cashier_Load",648,0,1.55,0.00,
"Caller","FoodMazaPos.Cashier.Cashier_Load","[System.Windows.Forms.ni.dll]",648,0,1.55,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","[System.Drawing.ni.dll]",535,535,1.28,1.28,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.Appstatus",1,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.CheckInternetavaibility",2,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.Dgv_1",19,0,0.05,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.Loadcategory",31,0,0.07,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.Loadproducts",58,0,0.14,0.00,
"Callee","FoodMazaPos.Cashier.Cashier_Load","FoodMazaPos.Cashier.TrailPeriod",1,0,0.00,0.00,
"Root","FoodMazaPos.Cashier.CheckingUserStatus","FoodMazaPos.Cashier.CheckingUserStatus",2,0,0.00,0.00,
"Caller","FoodMazaPos.Cashier.CheckingUserStatus","FoodMazaPos.Cashier..ctor",2,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.CheckingUserStatus","[System.Data.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.Cashier.CheckInternetavaibility","FoodMazaPos.Cashier.CheckInternetavaibility",2,0,0.00,0.00,
"Caller","FoodMazaPos.Cashier.CheckInternetavaibility","FoodMazaPos.Cashier.Cashier_Load",2,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.CheckInternetavaibility","[System.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click",118,0,0.28,0.00,
"Caller","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",118,0,0.28,0.00,
"Callee","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",61,60,0.15,0.14,
"Callee","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click","FoodMazaPos.Login..ctor",57,0,0.14,0.00,
"Root","FoodMazaPos.Cashier.Dgv_1","FoodMazaPos.Cashier.Dgv_1",19,0,0.05,0.00,
"Caller","FoodMazaPos.Cashier.Dgv_1","FoodMazaPos.Cashier.Cashier_Load",19,0,0.05,0.00,
"Callee","FoodMazaPos.Cashier.Dgv_1","[System.Windows.Forms.ni.dll]",19,19,0.05,0.05,
"Root","FoodMazaPos.Cashier.dgv1_CellEndEdit","FoodMazaPos.Cashier.dgv1_CellEndEdit",8,0,0.02,0.00,
"Caller","FoodMazaPos.Cashier.dgv1_CellEndEdit","[System.Windows.Forms.ni.dll]",8,0,0.02,0.00,
"Callee","FoodMazaPos.Cashier.dgv1_CellEndEdit","[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,
"Root","FoodMazaPos.Cashier.Dispose","FoodMazaPos.Cashier.Dispose",139,0,0.33,0.00,
"Caller","FoodMazaPos.Cashier.Dispose","[System.Windows.Forms.ni.dll]",139,0,0.33,0.00,
"Callee","FoodMazaPos.Cashier.Dispose","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Dispose","[System.Windows.Forms.ni.dll]",138,90,0.33,0.22,
"Root","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click",711,0,1.70,0.00,
"Caller","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",711,0,1.70,0.00,
"Callee","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",626,122,1.50,0.29,
"Callee","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click","FoodMazaPos.ExportToExcel..ctor",84,0,0.20,0.00,
"Root","FoodMazaPos.Cashier.InitializeComponent","FoodMazaPos.Cashier.InitializeComponent",79,0,0.19,0.00,
"Caller","FoodMazaPos.Cashier.InitializeComponent","FoodMazaPos.Cashier..ctor",79,0,0.19,0.00,
"Callee","FoodMazaPos.Cashier.InitializeComponent","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.InitializeComponent","[System.Windows.Forms.ni.dll]",78,78,0.19,0.19,
"Root","FoodMazaPos.Cashier.inventoryFunctionality","FoodMazaPos.Cashier.inventoryFunctionality",17,1,0.04,0.00,
"Caller","FoodMazaPos.Cashier.inventoryFunctionality","FoodMazaPos.Cashier.button1_Click",17,1,0.04,0.00,
"Callee","FoodMazaPos.Cashier.inventoryFunctionality","[System.Data.ni.dll]",16,16,0.04,0.04,
"Root","FoodMazaPos.Cashier.label3Click","FoodMazaPos.Cashier.label3Click",167,0,0.40,0.00,
"Caller","FoodMazaPos.Cashier.label3Click","[System.Windows.Forms.ni.dll]",167,0,0.40,0.00,
"Callee","FoodMazaPos.Cashier.label3Click","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.label3Click","[System.Data.ni.dll]",35,35,0.08,0.08,
"Callee","FoodMazaPos.Cashier.label3Click","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.label3Click","[System.Windows.Forms.ni.dll]",130,128,0.31,0.31,
"Root","FoodMazaPos.Cashier.labelClick","FoodMazaPos.Cashier.labelClick",49,0,0.12,0.00,
"Caller","FoodMazaPos.Cashier.labelClick","[System.Windows.Forms.ni.dll]",49,0,0.12,0.00,
"Callee","FoodMazaPos.Cashier.labelClick","[System.Data.ni.dll]",17,17,0.04,0.04,
"Callee","FoodMazaPos.Cashier.labelClick","[System.Windows.Forms.ni.dll]",32,32,0.08,0.08,
"Root","FoodMazaPos.Cashier.Loadcategory","FoodMazaPos.Cashier.Loadcategory",189,0,0.45,0.00,
"Caller","FoodMazaPos.Cashier.Loadcategory","FoodMazaPos.Cashier.btnRefresh_Click",158,0,0.38,0.00,
"Caller","FoodMazaPos.Cashier.Loadcategory","FoodMazaPos.Cashier.Cashier_Load",31,0,0.07,0.00,
"Callee","FoodMazaPos.Cashier.Loadcategory","[System.Data.ni.dll]",41,41,0.10,0.10,
"Callee","FoodMazaPos.Cashier.Loadcategory","[System.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Loadcategory","[System.Windows.Forms.ni.dll]",147,143,0.35,0.34,
"Root","FoodMazaPos.Cashier.Loadproducts","FoodMazaPos.Cashier.Loadproducts",316,0,0.76,0.00,
"Caller","FoodMazaPos.Cashier.Loadproducts","FoodMazaPos.Cashier.btnRefresh_Click",258,0,0.62,0.00,
"Caller","FoodMazaPos.Cashier.Loadproducts","FoodMazaPos.Cashier.Cashier_Load",58,0,0.14,0.00,
